Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_24,63.15,96.45,80.93,55.31,56.53,89.97,66.26,96,88.47,12.21,83.18,64.64,71.31,8912.78
Company_5,73.18,85.12,76.43,77.02,58.29,89.55,82.61,69.86,64.58,8.58,98.32,66.23,86.18,26287.38
Company_15,89.45,98.69,59.58,72.48,51.21,97.54,64.73,88.74,65.81,12.73,75.6,76.9,73.3,11179.9
Company_78,63.97,99.52,89.16,80.74,92.45,83.48,69.47,65.96,90.78,48.39,58.12,52.35,71.51,27829.49
Company_68,57.01,66.17,95.37,76.34,52.15,84.42,83.84,55.9,87.66,40.29,60.62,82.58,92.69,25726.23
Company_6,98.6,73.71,91.29,52.28,81.23,73.54,65.47,92.24,60.06,7.2,91.16,50.82,75.67,39631.49
Company_18,99.65,89.96,58.65,71.8,68.71,85.59,72.4,96,91.66,14.13,62.99,52.79,58.23,39789.96
Company_29,96.65,97.63,82.68,84.57,85.66,63.7,86.87,97.32,93.49,19.34,65,96.27,63.62,22999.58
Company_100,94.88,82.49,58.18,89,87.65,78.63,76.96,82.91,84.33,47.24,61.74,63.51,72.02,3430.62
Company_61,96.04,50.84,62.48,85.99,51.75,55.53,74.82,73.71,72.03,9.25,91.44,55.48,92.39,30501.32
Company_18,62.48,69.45,52.86,89.88,57.7,58.2,87.33,50.33,83.42,4.12,89.98,51.21,51.66,2527.56
Company_17,52.47,59.23,59.58,79.05,90.72,60.27,63.39,99.21,77.1,76.36,95.17,83.99,64.38,23659.13
Company_47,97.25,93.46,61.92,71.05,62.84,97.61,97.22,84.01,70.64,26.13,69.41,91.82,84.58,21927.23
Company_96,58.81,90.15,90.31,82,53.63,56.91,89.18,97.75,83.55,70.09,96.48,81.01,95.09,8502.67
Company_59,85.49,69.89,62.39,94.47,71.83,87.78,92.06,69.41,89.24,23.9,52.21,70.47,64.55,49144.87
Company_12,61.56,94.22,95.14,81.03,60.95,50.67,89.72,80.25,90.36,63.24,54.27,77.94,83.62,27560.54
Company_54,53.76,97.39,79.71,70.46,94.56,76.49,70.53,86.86,73.43,6.98,65.75,99.76,90.55,37629.98
Company_24,84.44,53.78,79.19,95.77,81.2,66.36,99.64,56.76,79.72,23.38,87.02,96.64,98.87,41317.76
Company_19,71.27,73.06,92.92,88.44,84.63,73.65,84.53,71,73.28,22.27,75.4,50.64,52.12,18780.56
Company_33,54.18,67.08,64.6,92.44,77.98,84.76,89.06,87.79,60.82,39.42,86.78,81.2,73.02,11529
Company_57,86.5,95.97,54.48,75.41,59.4,99.53,80.15,64.46,58.82,43.08,73.7,98.16,58.91,21214.48
Company_20,70.13,67.55,86.6,71.03,94.59,67.74,70.43,87.21,52.44,82.01,86.9,51.18,57.72,44352.86
Company_29,72.63,71.86,97.03,76.91,88.08,61.22,82.91,98.5,90.26,3.29,81.84,68.94,58.29,2565.19
Company_4,62.06,58.33,66.19,76.26,78.3,51.11,79.26,97.79,58.48,18.22,56.08,51.76,83.92,16961.7
Company_48,73.65,99.21,82.31,52.52,86.75,88.6,50.34,80.11,50.52,89.91,59.38,69.28,92.78,20960.69
Company_92,94.13,55.98,68.13,84.55,53.45,66.45,84.76,52.27,76.19,96.18,78.75,51.49,84.71,15216.27
Company_39,78.5,91.78,58.87,75.23,62.85,83.99,87.67,86.48,73.95,67.19,84,62.31,69.16,2534.09
Company_36,61.8,62.03,70.97,72.21,99.16,77.84,69.62,66.31,73.58,80.1,83.54,50.85,59.91,1276.1
Company_60,56.12,52.49,50.42,64.91,93.97,81.65,57.91,77.72,93.49,44.05,88.57,95.39,76.81,18836.12
Company_62,62.32,78.62,78.31,64.37,59.75,89.89,61.03,51.28,77.73,45.74,50.96,77.12,74.57,41024.1
Company_7,80.22,84.32,53.42,95.01,52.54,73.25,87.51,91.4,81.36,48.36,87.05,64.74,75.22,3374.98
Company_64,98.3,69.54,76.85,65.86,73.11,50.5,55.77,96.4,58.08,42.84,80.35,57.61,90.04,5185.07
Company_13,89.85,74.36,52.2,96.9,88.72,71.74,88.08,82.08,74.2,10.19,71.62,85.31,61.78,25642.18
Company_83,77.03,90.64,71.89,91.68,82.2,61.83,98.68,53.74,58.39,10.59,69.31,89.57,92.44,32247.81
Company_36,66.12,95.57,81.76,72.61,60.63,53.95,89.24,59.57,54.98,68.25,82.41,72.17,79.89,6865.72
Company_51,72.75,97.73,67.83,53.14,56.48,62.93,50.39,59.91,54.16,42.09,58.41,70.1,89.04,17081.28
Company_76,99.94,50.44,62.82,67.95,58.76,98.37,68.1,89.33,78.91,3.59,78.03,97.38,64.24,30689.52
Company_57,88.92,60.27,80.76,59.81,84.52,50.07,57.61,94.76,83.68,55.49,67.82,56.73,60.27,28356.83
Company_33,86.39,52.67,51.78,77.92,66.81,50.9,83.78,62.01,96.05,66.11,79.96,56.34,76.88,49115.05
Company_100,83.15,60.83,67.24,67,68.66,76.18,69.06,78.92,57.85,91.12,59.57,56.3,88.93,39867.89
Company_9,98.21,84.19,60.45,69.23,62.19,53.41,69.16,57.9,93.76,61.64,59.11,60.87,55.37,7005.79
Company_56,83.83,65.11,63.86,53.93,99.61,53.64,68.49,74.39,64.11,88.62,69.75,69.74,96.37,26338.3
Company_69,60.08,94.91,96.75,57.68,68.88,73.62,74.47,53.49,53.83,25.3,88.49,62.19,76.33,26906.3
Company_76,73.53,71.51,98.15,57.36,55.24,62.87,59.23,99.8,87.76,90.27,64.9,57.44,71.62,31112.01
Company_37,63.83,73.7,63.93,79.74,54.54,93.36,59.26,72.26,68.16,77.92,65.2,88.34,76.78,32838.55
Company_77,64.2,99.37,96.48,61.4,58.96,73.05,98.41,99.98,50.91,49.26,70.34,57.63,90.52,6036.54
Company_8,85.83,69.79,60.13,72.53,67.12,88.06,77.62,62.29,54.71,79.32,97.44,63.18,72.14,45391.91
Company_46,50.99,86.12,59.13,58.18,98.13,97.84,99.82,97.44,95.1,66.98,72.43,82.95,68.26,17895.73
Company_17,94.62,70.16,95.73,50.84,73.4,69.46,92.38,76.92,94.76,60.4,57.87,86.93,65.28,39356.6
Company_50,83.73,75.5,54.7,82.55,94.67,62.09,78.98,51.73,54.3,68.77,98.5,77.38,83.93,24323.71
Company_100,69.23,52.27,58.59,90.73,50.54,64.06,69.33,99.65,82.57,54.03,94.37,58.02,50.21,35040.29
Company_21,59.83,89.11,66.71,91.97,55.38,78.34,50.85,91.39,63.9,7.29,75.33,92.6,64.31,40997.28
Company_32,98.3,90.73,98.86,83.24,65.93,84.29,54.05,53.24,85.99,48.89,92.35,55.62,97.98,26503.82
Company_68,57.97,76.17,95.75,54.11,75.56,89.48,95.32,84.23,84.66,98.63,94.42,80.42,82.73,5925.54
Company_50,50.09,55.43,64.37,98.03,55.11,80.99,56.49,74.37,67.86,92.65,50.46,60.41,85.25,15380.13
Company_27,80.39,87.67,65.3,74.12,67.3,57.81,66.63,61.84,89.41,44.75,51.39,94.12,71.14,16356.37
Company_25,57.18,97.8,96.14,98.15,88.09,55.27,70.91,59.63,64.75,65.46,53.48,98.8,62.89,6929.61
Company_43,50.25,63.26,95.25,54.54,63.82,52.74,70.15,72.81,72.57,95.39,73.09,81.52,81.11,42983.97
Company_80,58.11,62.73,77.54,71.45,77.59,90.69,92.92,93.06,66.59,3.39,98.79,82.26,61.64,18932.01
Company_22,71.54,85.92,69.71,77.81,61.12,59.38,67.71,52.37,83.46,8.56,89.05,78.88,82.81,33510.52
Company_99,86.76,58.04,75.46,81.04,77.24,82.2,86.13,78.86,86.51,94.01,54.84,59.48,92.36,20110.54
Company_96,97.66,84.46,70.02,79.2,55.37,67.67,60.52,64.14,68.81,85.84,87.95,96.97,93.3,15009.97
Company_38,96.82,63.51,71.03,77.98,63.91,76.53,79.92,51.94,84.79,85.7,71.09,55.64,96.66,39645.21
Company_71,51.66,77.59,53.91,67.14,90.87,73.34,74.33,53.26,68.38,47.03,80.75,90.04,93.31,22020.06
Company_49,50.72,91.4,94.87,68.69,73.37,53.34,58.74,56.72,67.15,50.58,84.59,90.87,90.29,48341.29
Company_78,95.78,79.99,68.91,76.28,52.28,52.43,94.82,54.98,64.69,92.78,61.31,55.09,65.45,42392.01
Company_79,94.94,64.46,81.83,54.76,95.86,60.01,62.96,69.07,69.59,21.81,71.3,76.53,81.27,34173.83
Company_30,68.2,61.94,56.24,86.24,73.51,95.87,93.12,59.31,88,76.66,82.8,52.65,54.44,11253.59
Company_9,93.17,87.2,78.86,72.07,67.77,98.87,93.98,54.94,79.13,89.81,62.05,71.87,92.45,10620.8
Company_82,65.11,71.48,84.12,93.03,98.09,97.98,92.14,51.95,78.73,32.99,71.52,97.67,54.66,30712.24
Company_48,65.71,97.01,61.85,97.03,65.32,63.69,89.5,91.9,90.81,50.67,52.55,85.6,55.95,27928.11
Company_43,61.61,85.12,52.65,67.39,85.61,81.79,66.98,55.35,57.89,4.33,74.33,98.18,93.56,25557.78
Company_94,71.43,74.54,78.3,50.92,74.08,94.2,54.85,90.2,74.02,59.06,98.41,78.19,52.1,42918.28
Company_4,69.86,84.9,76.75,58.48,73.62,87.03,70.91,59.11,64.35,9.98,52.1,77.23,81.54,33772.82
Company_67,64.16,93.4,62.36,53.32,78.15,91.07,59.61,58.2,59.52,42.39,50.75,55.21,70.33,28782.31
Company_40,90.43,65.02,91.1,98.28,95.26,62.21,57.41,50.8,72.92,91.2,72.05,69.31,51.01,4915.09
Company_40,50.65,91.18,66.59,95.98,60.38,70.07,77.75,82.1,79.09,74.88,59.3,61.23,59.56,31872.77
Company_42,74.7,53.32,68.87,70.06,63.5,94.16,67.24,56.74,75.06,58.95,67.71,60.27,63,20362.5
Company_51,59.24,72.28,99.31,83.53,87.67,77.31,54.07,72.79,90.39,5.22,92.29,61.22,51.85,36549.03
Company_45,73.44,97.15,89.35,62.88,60.27,64.27,81.61,60.82,94.7,97.53,56.06,70.07,69.1,39929.37
Company_41,90.67,60.29,53.52,83.27,60.21,89.81,87.6,98,86.51,87.97,64.72,84.8,65.81,45196.18
Company_13,54.79,70.61,81.39,89.85,56.96,87.55,89.21,86.43,64.29,71.52,99.75,56.86,67.06,8510.86
Company_73,99.71,59.41,59.79,73.37,72.15,67.56,54.18,89.65,63.27,90.95,58.2,97.63,74.35,8984.48
Company_24,61.24,87.48,82.61,99.01,55.14,79.51,96.51,81.19,82.3,91.88,94.14,85.12,75.55,40558.62
Company_17,71.8,67.73,51.21,93.35,94.08,97.86,67.97,73.79,80.41,11.85,73.17,63.05,89.61,45239.47
Company_49,82.89,97.26,67.35,76.78,88.95,83.44,55.62,72.44,77.04,42.55,69.28,91.89,56.91,33684.89
Company_17,56.38,95.63,57.64,60.04,95.52,86.8,55.81,56.33,58.32,19.53,51.62,87.34,92.49,34488.35
Company_65,81.2,74.44,88.38,90.91,94.53,97.47,60.35,97.16,72.09,81.39,52.71,88.32,81.68,46500.71
Company_49,78.84,88.88,64.41,91.1,54.37,66.17,72.19,75.05,64.75,65.59,81.96,68.13,72.94,28320.01
Company_65,54.63,64,92.67,58.91,81.97,51.32,58.28,98.75,55.9,32.5,99.64,80.48,63.55,14968.21
Company_94,84.8,78.24,76.73,93.45,90.14,77.75,62.6,93.97,96.54,50.45,65.88,92.14,60.98,24325.5
Company_41,95.42,88.9,59.33,71.07,94.14,79.33,59.56,52.85,73.88,97.44,71.01,86.52,78.48,11540.25
Company_94,98.53,64.11,86.54,79.72,77.1,73.33,64.5,94.94,51.69,9.42,64.48,73.5,83.63,32508.53
Company_62,57.29,79.37,56.05,83.02,52.8,97.51,80.51,62.67,61.9,15.25,86.06,96.27,85.42,36153.26
Company_74,80.5,97.47,67.09,81.22,74.22,58.01,58.87,83.34,82.21,87.12,63.27,76.67,52.37,3193.08
Company_8,82.62,99.13,61.61,70.63,67.25,63.87,63.97,71.44,91.89,75.95,52.49,90.71,77.29,33499.26
Company_85,68.22,83.22,93.11,85.9,57.22,68.8,77.83,93.09,81.44,40.54,57.31,79.28,93.98,20251.33
Company_47,57.19,83.39,78.11,61.29,55.68,85.9,58.66,95.01,57.66,16.67,56.04,91.02,83.84,20186.21
Company_88,86.88,58.32,60.44,87.88,56.1,69.53,89.62,55.03,66.82,13.37,92.19,50.96,77.45,2021.41
Company_49,54.84,76.65,78,67.99,75.74,83.6,76.94,58,98.5,18.47,99.55,62.43,82.7,29276.53
Company_38,53.04,75.17,80.49,75.92,63.18,80.69,70.16,62.9,66.71,3.76,96.62,61.36,65.19,4509.82
Company_28,73.08,67.71,53.71,72.84,81.01,51.3,64.73,59.61,73.91,59.12,50.21,67.5,66.28,42133.72
Company_31,84.42,70.98,59.76,67.13,72.69,59.36,55.22,72.56,85.4,10.93,68.58,85.77,63.76,18027.48
Company_12,93.75,69.55,59.09,99.79,93.66,88.52,56.12,92.38,74.75,86.86,73.44,54.56,97.47,39410.21
Company_52,80.66,58.44,61.72,56.86,66.59,66.62,51.14,50.15,65.51,50.42,89.35,89.1,72.91,1967.86
Company_67,83.26,66.76,68.16,70.88,57.48,63,99.64,77.95,80.6,22.95,99.89,59.4,50.91,43939.88
Company_2,92.2,59.15,91.66,78.02,56.57,62.72,71.08,60.09,76.46,8.47,90.51,55.08,71.52,23272.58
Company_56,54.74,92.94,97.07,52.58,64.82,70,69.49,54.67,93.92,56.24,73.82,65.4,98.25,4002.78
Company_19,58.08,91.13,57.28,99.63,50.01,56.26,67.42,96.83,69.52,31.6,61.92,87.64,93.67,15192.27
Company_29,71.94,84.92,59.16,64.27,69.12,50.19,58.51,67.9,88.65,51.45,69.97,93.3,69.86,4596.84
Company_19,98.96,90.7,61.79,76.98,79.51,81.98,64.68,87,63.36,34.57,88.11,83.95,52.22,6775.87
Company_45,57.7,95.36,90.4,81.46,70.75,57.78,99.86,78.68,62.06,73.78,92.89,76.45,82.12,1395.25
Company_36,79.94,87.78,88.42,86.12,84.22,86.92,79.37,94.24,56.46,83.01,87.74,62.61,77.72,48789.6
Company_41,69.95,85.83,83.41,61.92,78.71,70.97,73.48,62.98,97.02,2.69,94.88,63.26,54.64,18821.61
Company_69,69.45,88.57,79,94.53,89.42,56.69,68.92,75.65,80.42,89.37,89.42,81.72,50.01,34217.55
Company_64,57.33,67.95,55.71,80.06,87.91,58.87,51.32,86.22,94.68,39.95,93.94,81.31,87.97,9908.35
Company_69,53.41,86.38,73.35,73.97,77.18,63.53,92.19,91.54,76.26,64.45,80.71,61.7,95.39,1810.89
Company_45,86.17,61.31,83.88,93.13,66.59,78.56,97.29,68.01,69.32,37.17,97.18,91.18,60.09,41455.18
Company_61,52.65,86.72,80.04,85.08,84.3,52.16,68.62,77.96,94.34,99.94,66.44,99.88,87.64,49040.91
Company_78,81.8,98.14,97.51,68.39,50.45,77.69,74.5,54.36,94.2,25.83,98.59,76.45,56.13,4023.54
Company_93,81.36,73,78.33,78.07,67.92,92.89,54.82,81.95,63.39,60.97,90.75,52,55.89,4012.8
Company_14,85.39,65.57,85.67,90.37,83.15,71.5,86.34,62.45,67.57,81.24,73.69,75.16,61.53,42643.98
Company_35,78.24,97.44,76.56,78.78,52.4,64.11,95.31,85.07,89.96,44.01,90.74,75.94,93.83,8042.11
Company_7,61.94,67.08,98.35,90.06,83.62,70.25,87.8,97.26,89.3,75.5,83.79,58.42,87.11,38178.09
Company_76,85.56,50.32,85.14,69.88,95.16,75.09,85.9,51.71,73.25,74.3,84.5,71.82,62.08,25402.84
Company_74,98.48,86.12,55.13,86.48,72.41,75.84,74.32,94.15,84.36,4.81,65.39,63.66,61.89,48447.38
Company_34,94.56,53.43,57.71,79,82.66,76.82,55.68,53.67,79.02,89.62,81.6,92.26,79.05,30042.78
Company_47,92.73,62.7,97.57,57.27,83.72,68.22,55.25,90.63,57.85,70.24,85.63,61.02,86.93,38345.96
Company_18,80.49,85.88,62.29,55.94,66.92,79.87,82.83,70.54,92.65,15.28,89.37,65.71,79.5,22812.76
Company_87,69.95,51.06,98.1,79.56,52.35,75.6,89.68,52.37,83.54,92.36,73.11,83.07,71.74,2977.11
Company_50,62.07,59.66,74.57,58.25,56.9,81.63,72.67,64.29,54.53,70.78,61.31,97.49,56.98,31675.76
Company_31,56.55,76.27,74.05,65.84,78.06,98.52,73.55,94.91,65.56,19.49,87.12,89.02,65.85,41020.42
Company_77,52.06,51.41,68.78,79.1,74.52,53.05,75.62,94.24,83.04,90.71,94.82,80.8,58.61,28562.78
Company_86,84.45,71.48,59.29,94.76,86.27,81.66,51.83,92,72.87,80.23,65.4,55.14,91.5,36792.43
Company_6,54.6,83.17,63.56,61.34,64.09,65.12,68.15,64.56,97.64,47.21,98.53,91.49,66.72,8629.73
Company_28,80.84,73.89,71.12,57.69,65.53,87.76,71.96,58.8,58.04,31.38,89.96,97.27,51.5,29362.45
Company_75,84.71,88.37,60.63,77.89,91.38,81.57,88.28,55.2,57.54,87.45,73.32,55.25,98.6,29699.94
Company_79,62.54,77.7,92.35,73.1,52.55,86.72,62.26,86.74,82.79,58.49,59.3,99.77,55.92,10634.97
Company_15,83.87,78.42,72.68,87.2,62.81,69.48,68.29,88.17,68.91,96.56,62.61,80.4,87.73,43532.13
Company_97,54.22,71.46,88.05,72.9,78.51,77.6,72.36,66.66,81.42,86.17,98.26,72.81,95.83,46562.22
Company_47,89.47,58.98,98.13,69.3,90.98,63.17,95.68,87.72,92.03,37.62,53.81,97.31,73.84,35217.01
Company_54,60.31,84.79,55.78,69.53,74.8,58.47,70.54,66.89,95.25,18.43,54.54,86.08,68.86,33478.3
Company_73,56.96,84.44,76.9,50.48,65.98,51.77,53.08,94.24,71,11.91,99.12,78.66,76.51,4263.44
Company_6,77.03,57.86,89.06,73.46,81.48,66.78,96.14,55.17,65.51,34.19,92.87,85.62,59.93,17183.78
Company_91,78.91,93.44,78.9,80.22,69.49,65.12,52.2,54.55,79.75,4.9,54.73,99.48,72.51,24778.44
Company_36,67.86,58.48,86.37,91.61,77.05,50.98,76.36,60.97,69.23,32.4,88.59,77.43,88.3,21491.94
Company_50,64.35,91.54,79.87,94.96,55.86,83.54,65.72,99.84,51.15,23.68,88.24,72.71,81.43,25154.26
Company_73,96.21,61.35,90.35,93.75,93.38,67.94,73.31,69.94,92.7,19.25,59.78,52.81,89.91,12164.65
Company_70,60.45,77.04,72.98,50.31,58.35,52,76.78,52.46,78.41,36.01,50.03,86.91,70.31,20049.77
Company_65,60.27,88.79,60.03,53.02,67.46,89.96,62.68,89.96,62.86,8.74,59.97,87.3,75.47,33359.52
Company_94,98.4,60.29,97.42,74.73,65.29,52.63,52.2,87.39,74.89,81.85,97.61,69.93,50.12,25520.25
Company_100,55.81,54.16,99.23,56.91,91.13,93.85,58.53,99.85,55.06,28.53,95.66,63.86,57.9,7752.68
Company_38,64.91,83.4,90.5,77.92,56.94,72.16,51.16,56.6,67.18,19.84,51.56,67.18,63.1,20369.51
Company_94,59.51,53.7,79.36,64.45,53.51,62.6,66.44,85.38,86.47,40.34,50.51,90.84,94.37,1875.84
Company_17,61.74,71.22,96.33,70.65,71.37,71.19,98.44,75.53,84.52,21.53,75.29,99.87,65.3,27657.37
Company_24,85.47,66.87,52.3,60.02,85.39,76.72,90.79,66.13,79.47,17.42,51.71,62.55,52.82,30152.55
Company_92,77.54,96.23,56.59,55.41,69.9,76.77,73.81,91.59,99.93,49.3,68.01,63.17,61.4,33172.36
Company_57,86.41,62.34,70.22,64.37,80.43,60.83,91.42,76.19,68.34,64.29,67.15,74.27,79.74,30325.4
Company_77,66.47,86.35,71.23,60.07,92.35,57.22,78.26,97.13,71.01,46.6,69.26,68.45,67.49,15080.77
Company_78,50.7,67.34,64.35,76.92,96.4,70.47,53.22,74.54,68.35,36.81,96.6,92.36,62.62,1848.56
Company_76,77.57,67.14,91.64,72.67,53.93,68.72,83.08,93.89,69.73,80.76,91.44,55.32,78.33,38634.8
Company_15,76.07,72.73,90.02,73.67,84.11,64.56,64.24,60.4,50.62,88.59,64.36,80.89,94.44,38446.77
Company_42,52.51,54.14,66.99,99.13,82.3,72.05,57.86,58.65,92.59,91.97,92.33,97.96,97.72,41831.94
Company_28,60.73,89.81,99.34,97.54,54.76,88.87,67.68,67.8,73.98,33.69,53.35,97.02,51.84,32051.13
Company_89,55.99,88.59,77.23,79.82,80.72,67.58,87.92,79.4,70.33,88.91,80.71,79.99,54.16,38126.44
Company_12,93.15,62.67,77.59,55.5,87.19,88.65,80.46,88.85,84.46,11.56,81.68,81.85,80.42,12483.37
Company_69,94.42,51.28,95.7,87.78,61.44,57.05,75.18,59.93,82.45,24.06,56.54,88.36,81.72,17156.56
Company_2,52.77,73.24,93.12,95.64,78.98,72.46,50.87,55.63,54.83,39.4,91.79,94.9,94.8,7652.84
Company_84,76.85,82.06,85.44,89.45,63.96,91.12,55.45,96.6,90.74,36.16,99.97,53.36,62.43,41873.81
Company_52,94.82,93.89,96.95,88.01,57.2,87.65,54.17,64.15,73.88,21.38,63.4,94.05,80.33,29450.18
Company_74,79.2,83.55,98.4,50.29,82.26,56.56,92.5,50.29,81.2,96.77,96.45,57.25,60.79,28968.47
Company_14,58.14,83.18,62.9,76.04,63.51,62.7,84.76,62.4,82.57,0.05,96.94,69.69,63.51,17687.14
Company_38,55.79,67.17,78.31,59.58,61.87,71.59,73.32,77.51,76.23,75.75,68.55,71.43,92.79,26193.88
Company_15,85.42,95.93,78.1,91.97,92.4,94.51,89.27,78.83,93.72,51.56,76.19,96.83,74.96,13059.63
Company_34,91.44,50.79,69.53,70.86,78.54,74.26,60.57,83.63,72.38,13.04,53.75,94.84,85.87,15037.6
Company_52,66.87,66.38,63.03,85.35,62.68,88.1,53.64,77.04,57.6,63.53,55.55,61.51,62.68,9498
Company_9,71.17,57.45,81.44,76.4,73.48,61.86,94.63,53.49,62.69,6.59,51.83,71.17,94.3,25749.42
Company_99,74.31,56.24,95.45,96.89,51.5,67.63,71.63,80.87,69.07,62.24,87.75,84.14,51.66,41537.26
Company_31,62.5,65.6,71.49,65.87,71.98,99.6,97.6,53.4,72.53,73.06,91.53,70.47,78.49,35598.98
Company_95,74.47,78.6,96.37,97.66,83.35,77.19,76.65,93.15,99.05,99.89,95.1,66.11,93.79,37493.32
Company_83,72.79,69.04,76.36,84.95,51.17,86.88,60.23,55.52,94.2,6.84,61.04,51.38,65.33,25824.42
Company_7,77.29,73.76,88.85,59.17,62.05,73,69.91,63.03,50.33,48.69,96.11,67.36,71.35,25386.64
Company_5,53.01,72.69,79.21,52.66,63.64,59.6,92.73,89.36,78.01,12,53.37,96.6,64.2,30413.09
Company_97,50.96,63.89,84.58,53.82,93.41,67.91,78.18,68.27,97.69,48.69,64.73,83.23,84.97,29568.13
Company_86,96.42,60.75,96.4,89.92,61.9,50.14,79.15,60.14,79.34,85.83,82.24,88.31,96.88,15017.57
Company_72,92.8,50.19,72.75,78.77,97.3,97.6,55.17,60.03,94.62,65.13,67.99,64.8,75.35,13623.03
Company_88,96.11,50.2,54.21,97.95,99.47,88.18,95.86,53.38,86.64,87.25,90.93,83.78,64.58,8711.93
Company_92,94.25,70.43,96.79,55.61,81.6,98.03,75.2,56.98,72.39,40.4,77.16,63.73,71.27,7789.31
Company_64,67.75,69.49,80.98,80.89,80.34,95.99,78.41,85.71,94.88,60.45,87.47,71.63,85.84,34177.14
Company_78,84.84,89.9,96.25,63.94,84.31,57.26,60,82.89,98.53,65.18,61.11,71.32,55.28,30978.11
Company_28,78.79,63.05,93.22,73.94,86.61,88.33,94.19,63.14,66.79,28.18,87.77,75.21,54,26721.29
Company_28,76.53,90.9,62.68,97.99,95.94,95.41,78.38,68.01,76.43,81.04,64.74,91.67,82.71,32480.48
Company_10,92.83,84.33,67.55,90.75,94.3,53.07,70.27,88.47,91.52,63.19,97.79,62.74,72.02,18866.67
Company_24,81.34,56.08,51.11,77.14,67.68,62.26,80.18,56.39,63.08,94.93,82.63,52.32,77.61,10929.23
Company_42,65,66.63,98.1,87.36,66.8,63.54,85,58.99,76.22,35.15,73.59,68.28,57.93,29353.16
Company_89,57.95,50.75,65.02,93.44,82.16,91.65,80.65,68.16,60.37,34.96,78.15,58.51,51.48,15045.66
Company_29,86.84,69.02,75.46,55.03,87.96,77,53.51,66.42,75.27,55.37,74.31,72.42,69.18,25085.85
Company_26,69.4,61.95,67.19,52.74,82.28,70.06,85.12,53.4,51.73,49.17,62.7,81.78,87.17,18400.16
Company_49,51.65,95.52,70.86,74.23,95.82,55.79,52.05,79.77,77.9,48.31,90.87,86.41,73,9238.39
Company_51,85.99,53.66,58.04,64.03,87.58,96.91,57.9,88.42,81.75,6.1,64.07,59.7,93.78,37870.91
Company_57,80.62,86.68,76.42,62.98,95.53,93.18,59.98,70.91,94.58,46.21,62.51,52.79,93.5,1379.25
Company_10,87.5,90.67,94.3,85.11,60.15,92.83,66.58,84.25,90.23,74.91,52.72,80.04,92.83,13734.36
Company_71,70.69,55.2,82.57,96.65,64.08,91.18,59.23,94.98,58.37,5.05,52.61,64.44,98,1189.4
Company_34,79.01,88.6,53.32,95.44,93.69,89.78,69.9,96.26,75.93,82.07,67.81,98.42,62.94,10081.67
Company_19,57,92.98,72.88,94.96,93.8,91.24,88.68,99.46,86.35,27,57.27,80.25,60.74,33697.43
Company_98,92.54,96.99,84.5,92.52,86.31,64.24,91.67,94.73,50.55,54.52,78.04,88.71,84.7,36887.27
Company_9,96.02,53.46,53.34,66.88,61.24,97.03,98.43,63.71,74.88,55.1,55.26,81.34,70.03,32942.73
Company_78,95.82,63.12,99.14,56.99,66.36,79,90.75,82.71,82.72,11.08,89.78,70.18,68.22,6897.6
Company_63,59.84,80.19,50.95,70.8,89.33,50.65,71.27,73.64,91.77,77.44,97.12,89.54,90.76,34755.57
Company_17,92.75,51.31,93.66,92.79,78.78,76.71,94.93,60.95,89.84,29.31,93.29,51.79,88.02,7399.41
Company_64,81.77,91.9,97.84,90.87,52.44,83.06,71.62,96.94,56.21,72.44,61.27,84.66,70.58,13131.19
Company_33,70.3,86.56,97.9,60.16,90.94,98.76,97.45,82.52,54.17,93.98,98.73,84.77,96.46,16223.71
Company_12,55.62,75.15,96.42,84.2,88.99,83.41,69.91,97.25,80.39,25.52,64.98,75.27,89.76,33865.96
Company_90,88.55,81.83,52.48,90.37,84.63,64.74,97.6,62.66,82.86,40.94,52.46,93.63,80.46,43543.93
Company_51,61.74,90.72,58.99,62.73,79.1,60.45,79.18,89.86,64.59,98.1,64.3,92.1,53.99,27475.93
Company_91,80.69,63.8,83.03,81.75,81.65,58.45,61.99,66.39,89.31,32.71,89.58,84.3,62.36,35984.34
Company_89,70.38,68.13,93.71,62.44,57.73,61.5,76.96,63.66,97.37,63.45,87.29,51.58,56.49,2493.58
Company_55,90.59,98.68,93.54,54.02,62.52,65.61,97.68,78.29,66.01,74.32,58.07,53.33,74.9,22328.24
Company_87,72.31,75.36,59.15,51.26,70.51,95.89,52.8,62.43,84.95,1.88,51.8,58.91,69.24,44606.4
Company_1,98.41,57.31,79.63,91.06,50.1,68.19,58.4,85.73,76.15,38.67,98.98,76.53,93.53,48130.68
Company_29,81.86,96.78,81.22,77.81,60.78,56.14,59.56,83.29,93.74,96.38,93.09,71.64,81.63,43754.8
Company_18,87.62,76.23,51.07,50.79,54.58,56.47,97.1,92.96,93.74,26.96,76.7,63.49,59.8,26155.51
Company_34,50.72,80.41,93.54,60.98,55.18,81.7,51.63,96.19,56.56,28.16,82.05,87.17,76.53,36303.59
Company_76,74.98,77.25,70.35,91.65,87.46,72.12,54.13,57.32,66.8,34.69,80.31,64.36,85.56,49080.73
