Company,Financial_Instrument,Stock_Exchange,Investment_Amount,Currency,Investment_Date
Company_19,Derivatives,BSE,6030853.98,GBP,2022-09-15
Company_82,Bonds,NASDAQ,8090680.67,INR,2021-07-26
Company_69,Commitments,HKEX,5113617.43,EUR,2010-03-21
Company_6,Options,NSE,7186209.53,USD,2012-09-19
Company_75,Fixed Income,BSE,3394863.3,USD,2010-12-22
Company_32,Commitments,SSE,308285.57,CAD,2017-09-28
Company_72,Mortgages,ASX,5285372.63,GBP,2012-01-17
Company_82,Bonds,ASX,1348616.84,USD,2017-08-10
Company_67,Bonds,NYSE,1879612.31,CNY,2013-08-27
Company_66,Commitments,NASDAQ,8330277.26,CNY,2019-01-22
Company_78,Commodities,LSE,8560493.39,JPY,2012-11-17
Company_48,Derivatives,NSE,7573021.16,INR,2014-09-09
Company_96,Swaps,JPX,3671910.11,GBP,2018-07-03
Company_77,Options,LSE,4447723.66,CNY,2022-01-13
Company_44,Commodities,BSE,5141291.4,CNY,2017-03-17
Company_23,Equities,NASDAQ,8197224.55,INR,2018-12-27
Company_52,Options,NYSE,2705224.54,INR,2018-11-20
Company_21,Derivatives,SSE,5296957.28,INR,2021-03-23
Company_38,Commitments,SSE,3639683.6,EUR,2020-06-16
Company_9,Commodities,BSE,1785998.72,CNY,2017-03-26
Company_69,Futures,LSE,3660287.58,CNY,2022-06-11
Company_44,Commitments,TSX,4365796.03,CAD,2019-10-17
Company_30,Commitments,TSX,2080042.51,USD,2019-10-12
Company_30,Mortgages,NASDAQ,5461709.38,JPY,2011-11-12
Company_88,Fixed Income,NYSE,3338174.4,CNY,2022-06-09
Company_70,Fixed Income,HKEX,6719551.55,USD,2016-08-04
Company_78,Commitments,NSE,2917976.57,CAD,2011-09-28
Company_85,Bonds,SSE,4716154.85,CAD,2020-07-13
Company_86,Commodities,NASDAQ,8345333.76,INR,2020-06-28
Company_94,Mortgages,TSX,8570171.86,USD,2019-08-23
Company_45,Options,BSE,1169750.87,JPY,2020-10-08
Company_36,Commodities,TSX,6688666.69,CAD,2023-01-02
Company_39,Equities,NASDAQ,5441419.51,CAD,2020-01-01
Company_95,Bonds,NYSE,2017112.87,INR,2022-11-23
Company_77,Options,TSX,2460900.81,CNY,2013-05-17
Company_52,Commitments,ASX,7230852.64,CAD,2018-09-16
Company_78,Fixed Income,TSX,8234452.19,AUD,2018-07-20
Company_95,Fixed Income,JPX,7132652.22,EUR,2013-08-01
Company_57,Options,NSE,384853.7,JPY,2023-01-25
Company_12,Equities,NASDAQ,1210194.52,GBP,2016-11-02
Company_56,Swaps,BSE,5320978.04,EUR,2017-10-15
Company_54,Equities,BSE,5048114.6,CAD,2017-05-06
Company_1,Derivatives,NYSE,6508624.92,USD,2010-01-03
Company_68,Mortgages,BSE,9402957.27,CNY,2012-01-04
Company_16,Futures,SSE,177636.12,CNY,2023-09-18
Company_62,Swaps,SSE,497298.89,USD,2022-05-06
Company_32,Mortgages,BSE,7384318.68,CNY,2013-12-09
Company_45,Bonds,TSX,3454557.02,AUD,2022-01-23
Company_62,Futures,TSX,8062284.29,CAD,2023-10-05
Company_17,Swaps,LSE,719708.08,JPY,2019-11-27
Company_42,Mortgages,NYSE,4776815.62,CNY,2014-11-28
Company_32,Derivatives,SSE,2240304.42,CAD,2016-02-21
Company_66,Fixed Income,NSE,496286.56,CAD,2017-08-10
Company_40,Commitments,BSE,9159316.74,CNY,2012-02-10
Company_90,Derivatives,SSE,5194377.84,AUD,2017-11-03
Company_55,Futures,HKEX,4270537.2,EUR,2017-11-11
Company_49,Options,LSE,6751852.44,CNY,2018-02-25
Company_34,Commitments,ASX,3351193.99,USD,2011-11-10
Company_43,Commodities,NYSE,219144.13,USD,2023-02-16
Company_25,Fixed Income,NSE,3407622.28,EUR,2011-11-06
Company_68,Bonds,NASDAQ,2363559.0,JPY,2019-06-11
Company_58,Swaps,NASDAQ,4257609.46,EUR,2016-02-22
Company_79,Futures,ASX,8243345.57,AUD,2012-06-23
Company_32,Derivatives,LSE,8729921.16,JPY,2017-01-20
Company_39,Mortgages,NYSE,8340394.66,CNY,2015-10-27
Company_75,Futures,ASX,6548569.58,AUD,2014-01-18
Company_2,Futures,SSE,3238227.92,GBP,2020-11-17
Company_18,Commitments,ASX,7991375.07,CNY,2013-01-17
Company_31,Futures,NSE,9983311.22,GBP,2020-06-04
Company_70,Options,HKEX,2014858.64,CAD,2013-05-27
Company_76,Commitments,NYSE,1865741.05,CNY,2013-10-18
Company_95,Bonds,TSX,5962669.78,CAD,2014-05-19
Company_80,Commodities,NYSE,4529694.81,CAD,2014-06-07
Company_69,Options,LSE,1642506.24,AUD,2010-10-04
Company_58,Swaps,JPX,9787326.57,CAD,2017-05-07
Company_68,Mortgages,BSE,5021419.81,GBP,2018-03-15
Company_46,Futures,JPX,9305647.41,CNY,2018-01-15
Company_74,Options,NASDAQ,549221.68,CAD,2011-12-08
Company_14,Equities,BSE,5865738.61,GBP,2019-10-08
Company_27,Options,BSE,7452307.5,JPY,2014-06-17
Company_63,Mortgages,HKEX,3907742.44,JPY,2020-07-05
Company_68,Derivatives,JPX,2946282.31,EUR,2011-11-09
Company_48,Commodities,ASX,5328194.76,INR,2013-09-14
Company_70,Options,NYSE,3733508.44,INR,2014-06-04
Company_16,Derivatives,LSE,3003909.93,EUR,2018-12-15
Company_96,Commitments,NYSE,6570908.2,USD,2022-04-01
Company_7,Fixed Income,ASX,6630879.53,INR,2015-02-15
Company_82,Mortgages,JPX,3987395.82,GBP,2014-10-10
Company_71,Commodities,JPX,9899992.08,JPY,2016-01-23
Company_87,Swaps,LSE,6116068.48,AUD,2021-11-23
Company_48,Derivatives,JPX,1918022.37,EUR,2014-07-21
Company_13,Commodities,LSE,8410533.62,INR,2010-02-18
Company_73,Commitments,HKEX,5189697.51,INR,2022-03-04
Company_63,Mortgages,JPX,2528703.58,USD,2016-10-13
Company_55,Options,JPX,7538495.62,AUD,2022-05-18
Company_64,Futures,TSX,6137003.16,EUR,2017-04-07
Company_18,Mortgages,NYSE,4138320.61,GBP,2014-12-18
Company_4,Commodities,LSE,8769633.95,AUD,2013-06-27
Company_66,Derivatives,BSE,5749691.0,GBP,2018-08-24
Company_34,Fixed Income,TSX,1454830.4,USD,2022-06-01
Company_21,Equities,NYSE,8173309.22,USD,2015-01-18
Company_81,Fixed Income,TSX,3544026.52,JPY,2023-08-26
Company_30,Derivatives,NYSE,6120141.6,CNY,2022-10-06
Company_44,Mortgages,BSE,772445.2,CAD,2011-06-28
Company_33,Commitments,JPX,9281350.77,GBP,2021-03-22
Company_65,Commodities,NYSE,645218.73,EUR,2023-04-14
Company_97,Commitments,HKEX,6067091.2,GBP,2013-03-07
Company_76,Options,NSE,8327133.73,AUD,2020-11-10
Company_43,Commitments,LSE,1549938.88,CNY,2020-11-22
Company_1,Commodities,JPX,4247724.96,USD,2017-12-13
Company_38,Equities,LSE,7642410.15,INR,2010-08-16
Company_14,Fixed Income,ASX,6780092.39,GBP,2021-04-08
Company_12,Mortgages,JPX,6243586.36,CAD,2011-02-17
Company_95,Bonds,NYSE,3536979.8,GBP,2013-02-04
Company_84,Mortgages,BSE,9136809.03,CAD,2022-08-09
Company_66,Futures,TSX,4014562.8,INR,2014-07-23
Company_42,Derivatives,NYSE,3691945.1,CAD,2020-02-19
Company_35,Fixed Income,TSX,1366503.49,AUD,2018-03-21
Company_41,Swaps,JPX,3708238.87,EUR,2011-06-10
Company_74,Equities,NSE,6942341.05,CAD,2023-12-01
Company_88,Equities,BSE,9179939.88,CAD,2013-05-27
Company_22,Derivatives,TSX,6577519.9,GBP,2022-09-18
Company_3,Fixed Income,LSE,4270517.66,GBP,2019-08-21
Company_95,Equities,JPX,340998.55,CAD,2017-10-14
Company_89,Options,NSE,6725877.08,JPY,2013-06-06
Company_5,Commitments,JPX,5551269.31,INR,2016-02-03
Company_7,Futures,NSE,8378620.41,JPY,2010-03-27
Company_67,Bonds,BSE,8725089.29,CAD,2013-06-23
Company_85,Options,NASDAQ,5545958.77,CAD,2023-08-20
Company_14,Commodities,LSE,896815.84,CNY,2018-09-06
Company_82,Fixed Income,JPX,7104681.37,CAD,2015-02-22
Company_45,Commitments,NYSE,7792183.68,JPY,2014-07-14
Company_57,Fixed Income,NYSE,5111800.28,USD,2014-09-22
Company_1,Options,NASDAQ,1808727.82,INR,2022-03-28
Company_64,Equities,BSE,239475.97,EUR,2022-02-03
Company_47,Bonds,BSE,2430993.42,EUR,2021-02-01
Company_94,Options,TSX,5492161.19,CAD,2017-12-20
Company_83,Fixed Income,SSE,6888252.14,JPY,2023-09-04
Company_19,Equities,NYSE,1129884.65,AUD,2017-07-13
Company_75,Bonds,TSX,5527035.26,CNY,2011-06-20
Company_14,Swaps,NASDAQ,3066219.98,GBP,2019-08-21
Company_14,Commodities,HKEX,7417334.76,AUD,2013-11-04
Company_99,Commitments,HKEX,5092605.45,INR,2015-01-19
Company_25,Commitments,NYSE,7367145.17,EUR,2017-04-11
Company_90,Derivatives,SSE,6207708.61,EUR,2017-08-15
Company_21,Commitments,BSE,3883439.91,AUD,2010-02-26
Company_50,Mortgages,ASX,5681381.55,JPY,2014-06-09
Company_59,Futures,NSE,1478344.12,USD,2018-10-25
Company_25,Commodities,LSE,3275833.95,CAD,2023-07-04
Company_51,Options,SSE,9447217.25,JPY,2023-08-22
Company_41,Swaps,NASDAQ,3128069.49,EUR,2022-11-02
Company_22,Commodities,NYSE,7525395.92,JPY,2016-05-23
Company_52,Derivatives,NSE,4039998.36,USD,2015-03-27
Company_64,Mortgages,HKEX,6863820.01,INR,2023-06-10
Company_26,Derivatives,TSX,4774887.05,USD,2011-06-06
Company_56,Swaps,NSE,3038011.15,CNY,2019-12-20
Company_28,Derivatives,JPX,9122677.02,JPY,2019-08-24
Company_71,Equities,NSE,6031076.52,CNY,2016-06-19
Company_83,Commitments,TSX,3083183.03,CAD,2010-04-06
Company_91,Fixed Income,NASDAQ,1576092.8,EUR,2022-05-27
Company_21,Commodities,TSX,1369581.71,CAD,2018-10-04
Company_47,Futures,BSE,3271838.98,CAD,2020-09-05
Company_62,Fixed Income,NSE,7050304.46,USD,2014-02-14
Company_65,Futures,HKEX,6131215.41,AUD,2012-05-04
Company_68,Derivatives,NYSE,2967600.47,USD,2010-07-01
Company_51,Commodities,NYSE,8578701.83,INR,2016-03-09
Company_4,Options,LSE,5639618.8,JPY,2020-01-01
Company_87,Futures,LSE,4740896.9,JPY,2018-06-05
Company_72,Futures,LSE,8476461.08,INR,2010-03-23
Company_52,Commodities,LSE,762322.65,GBP,2015-08-27
Company_10,Derivatives,NSE,4962804.71,EUR,2017-06-08
Company_52,Fixed Income,SSE,4503402.43,CNY,2020-10-02
Company_29,Bonds,NASDAQ,8143885.34,AUD,2013-10-24
Company_53,Options,LSE,1682509.47,JPY,2013-07-19
Company_10,Futures,ASX,4469051.8,INR,2018-04-01
Company_7,Fixed Income,NYSE,6327318.51,CNY,2014-05-03
Company_42,Options,SSE,4102133.57,INR,2023-05-17
Company_20,Options,NSE,3241386.75,JPY,2020-11-07
Company_97,Commitments,JPX,8879112.48,JPY,2020-10-01
Company_96,Mortgages,NASDAQ,3333715.94,INR,2013-11-05
Company_1,Options,HKEX,7049461.69,EUR,2023-12-13
Company_90,Mortgages,LSE,5083399.27,AUD,2017-04-03
Company_9,Swaps,SSE,5101055.63,GBP,2010-05-17
Company_15,Bonds,NASDAQ,729316.24,JPY,2016-03-18
Company_71,Derivatives,NSE,7883878.54,USD,2011-06-18
Company_96,Futures,BSE,4777029.7,CNY,2015-03-21
Company_56,Fixed Income,NYSE,1739372.06,CNY,2016-10-17
Company_6,Fixed Income,LSE,6460801.89,INR,2021-04-19
Company_96,Futures,BSE,4401734.44,GBP,2019-01-19
Company_9,Fixed Income,NSE,9380328.6,EUR,2023-03-18
Company_27,Futures,NASDAQ,6601674.2,CAD,2020-07-16
Company_28,Derivatives,NYSE,6861516.14,GBP,2012-12-28
Company_2,Equities,NSE,6614382.46,JPY,2010-02-19
Company_17,Equities,SSE,6759931.1,INR,2014-09-17
Company_23,Equities,NASDAQ,8699599.46,JPY,2020-04-12
Company_54,Commodities,LSE,407570.11,EUR,2022-11-19
Company_3,Commitments,TSX,7120498.16,JPY,2021-05-24
Company_18,Commodities,LSE,9352853.87,GBP,2010-09-19
Company_48,Options,NYSE,6187916.8,EUR,2015-02-15
Company_37,Options,SSE,5095806.63,GBP,2012-01-14
Company_69,Bonds,NSE,2521778.48,AUD,2013-11-18
Company_77,Equities,NASDAQ,7711824.27,GBP,2013-06-19
Company_67,Mortgages,NYSE,8748910.92,USD,2011-07-23
Company_98,Bonds,ASX,8880938.6,CAD,2011-08-09
Company_63,Commodities,LSE,2503974.87,AUD,2013-11-14
Company_51,Bonds,TSX,4438170.5,AUD,2020-07-11
Company_84,Swaps,HKEX,2479375.27,USD,2014-07-17
Company_100,Swaps,NASDAQ,3275412.35,GBP,2017-07-12
Company_5,Futures,BSE,432521.21,USD,2017-06-23
Company_65,Derivatives,BSE,6122140.03,JPY,2023-12-20
Company_83,Bonds,HKEX,8882879.75,GBP,2023-03-19
Company_80,Commitments,SSE,2670825.68,CAD,2021-08-13
Company_31,Equities,HKEX,8704852.31,INR,2011-03-08
Company_53,Fixed Income,NYSE,4418951.81,JPY,2023-08-23
Company_86,Commodities,NYSE,4025168.47,INR,2023-09-24
Company_7,Commitments,JPX,4710416.86,EUR,2016-07-21
Company_75,Futures,HKEX,2743083.46,EUR,2010-06-28
Company_44,Bonds,NSE,7668989.14,GBP,2014-03-15
Company_36,Mortgages,NYSE,9370504.95,INR,2023-09-10
Company_23,Commodities,NASDAQ,7642553.28,EUR,2013-08-28
Company_44,Bonds,TSX,5615576.02,CNY,2023-08-24
Company_98,Commitments,TSX,8291494.34,CNY,2014-09-19
Company_30,Bonds,NASDAQ,9820400.87,CAD,2019-01-17
Company_66,Commodities,NYSE,689699.91,GBP,2015-02-17
Company_72,Mortgages,JPX,1198448.59,CNY,2010-03-25
Company_42,Fixed Income,HKEX,2694689.01,EUR,2023-02-01
Company_22,Mortgages,NYSE,827739.41,GBP,2011-07-01
Company_81,Futures,LSE,1572821.64,JPY,2017-01-24
Company_77,Futures,NSE,9274033.01,CNY,2013-04-05
Company_73,Fixed Income,HKEX,6683424.45,USD,2023-01-05
Company_27,Mortgages,JPX,6982769.28,GBP,2011-03-09
Company_2,Swaps,BSE,8409515.22,GBP,2014-02-16
Company_39,Options,BSE,533187.73,CNY,2014-10-22
Company_66,Options,LSE,2581356.44,CNY,2019-01-21
Company_22,Futures,NYSE,8657863.5,GBP,2017-07-19
Company_91,Futures,SSE,315110.01,AUD,2015-01-22
Company_72,Mortgages,NYSE,8387975.28,GBP,2022-07-24
Company_80,Mortgages,NSE,5555527.63,INR,2012-12-11
Company_28,Futures,JPX,1973595.56,INR,2014-06-08
Company_57,Equities,NYSE,843582.08,GBP,2016-09-09
Company_97,Futures,NYSE,9147936.49,CAD,2016-05-07
Company_19,Swaps,BSE,7917169.59,CAD,2019-04-04
Company_19,Equities,JPX,2464462.57,GBP,2017-10-02
Company_50,Derivatives,TSX,3437602.99,JPY,2014-11-18
Company_95,Derivatives,TSX,1269090.61,GBP,2013-07-13
Company_10,Bonds,LSE,8375153.2,GBP,2013-01-22
Company_99,Options,NASDAQ,6013409.68,INR,2013-11-24
Company_25,Equities,SSE,3061522.01,GBP,2022-01-09
Company_46,Mortgages,TSX,1541350.19,USD,2015-03-14
Company_88,Commodities,HKEX,5231689.88,USD,2020-08-25
Company_49,Commitments,HKEX,1292570.24,INR,2021-07-08
Company_85,Futures,ASX,2974645.37,USD,2010-03-27
Company_18,Swaps,LSE,8789501.35,CNY,2022-08-18
Company_72,Bonds,SSE,3662013.99,GBP,2017-12-28
Company_1,Derivatives,NSE,384046.28,GBP,2017-04-21
Company_3,Fixed Income,JPX,8565172.24,USD,2010-01-22
Company_5,Fixed Income,SSE,217328.55,EUR,2011-01-18
Company_7,Swaps,SSE,9507399.48,GBP,2011-01-07
Company_70,Options,NSE,5165725.46,CAD,2011-05-04
Company_60,Options,SSE,8441930.27,CNY,2015-05-02
Company_11,Bonds,LSE,7387513.23,GBP,2019-06-22
Company_47,Derivatives,HKEX,5150367.98,USD,2019-08-19
Company_12,Derivatives,TSX,1673378.34,GBP,2021-12-28
Company_7,Derivatives,JPX,6653409.97,GBP,2021-09-08
Company_61,Commitments,ASX,9358902.52,INR,2015-05-09
Company_79,Bonds,HKEX,1897538.09,GBP,2014-07-13
Company_8,Equities,NSE,1895596.58,AUD,2018-05-05
Company_24,Swaps,SSE,327235.77,EUR,2021-05-08
Company_13,Swaps,NASDAQ,4395503.3,USD,2019-08-24
Company_4,Bonds,NSE,6528812.72,AUD,2021-04-01
Company_21,Equities,NASDAQ,9493217.41,JPY,2015-01-17
Company_91,Swaps,ASX,2740007.28,GBP,2013-04-25
Company_45,Commodities,TSX,840516.48,EUR,2018-02-25
Company_31,Equities,LSE,6882656.78,EUR,2015-02-22
Company_36,Commodities,HKEX,5714785.98,USD,2015-04-15
Company_75,Futures,SSE,1146375.41,CAD,2020-06-27
Company_64,Mortgages,JPX,7188489.64,CNY,2018-05-21
Company_13,Options,NASDAQ,4295542.03,GBP,2016-02-26
Company_91,Fixed Income,BSE,1511381.84,JPY,2020-05-22
Company_16,Futures,NASDAQ,4685093.85,JPY,2021-10-11
Company_73,Fixed Income,LSE,5968423.13,AUD,2014-12-24
Company_4,Derivatives,ASX,2753648.88,CNY,2013-11-05
Company_12,Options,LSE,4491409.78,USD,2023-07-25
Company_96,Mortgages,BSE,5581446.18,CNY,2011-01-18
Company_100,Equities,TSX,8667024.79,CNY,2010-11-16
Company_64,Futures,JPX,8397018.71,CNY,2020-03-17
Company_53,Commodities,TSX,2260300.52,JPY,2023-12-20
Company_83,Options,SSE,9004899.06,CAD,2023-03-11
Company_98,Options,JPX,678765.94,CNY,2021-03-12
Company_22,Derivatives,ASX,8828212.61,USD,2023-04-23
Company_15,Derivatives,HKEX,6080611.41,CAD,2022-04-03
Company_94,Fixed Income,NASDAQ,2199757.34,GBP,2011-05-24
Company_65,Derivatives,NSE,9772487.58,EUR,2017-05-08
Company_99,Commitments,SSE,8258458.75,CNY,2012-02-19
Company_58,Fixed Income,NASDAQ,3055553.59,INR,2012-07-21
Company_48,Equities,LSE,3303622.53,CNY,2021-07-01
Company_16,Futures,TSX,9713644.65,EUR,2011-07-01
Company_69,Commitments,NYSE,4897438.16,CAD,2012-06-10
Company_82,Options,BSE,1265581.55,CAD,2010-09-12
Company_42,Commitments,NASDAQ,585067.12,USD,2023-04-01
Company_52,Commitments,ASX,3026296.69,EUR,2010-06-15
Company_69,Commodities,NYSE,2553297.13,INR,2011-04-25
Company_15,Commitments,SSE,3158298.42,GBP,2021-08-03
Company_6,Swaps,HKEX,4245939.97,CNY,2016-01-14
Company_27,Mortgages,JPX,7058856.1,INR,2019-09-18
Company_9,Derivatives,SSE,2801740.81,CAD,2016-12-02
Company_51,Futures,ASX,9534473.15,EUR,2015-03-25
Company_35,Mortgages,NSE,6951289.37,USD,2019-01-04
Company_49,Commitments,ASX,2052012.1,CNY,2014-05-25
Company_29,Commitments,BSE,1724996.57,USD,2010-04-01
Company_4,Equities,ASX,7782659.47,GBP,2023-01-17
Company_97,Mortgages,HKEX,3194223.91,CNY,2018-09-24
Company_66,Options,HKEX,760271.19,AUD,2019-07-07
Company_89,Options,BSE,5005223.64,AUD,2023-05-09
Company_9,Mortgages,NASDAQ,8734885.05,EUR,2017-01-13
Company_19,Mortgages,NASDAQ,5046720.34,AUD,2012-07-24
Company_1,Fixed Income,LSE,243321.93,JPY,2020-10-01
Company_21,Futures,NASDAQ,3410974.98,GBP,2015-10-10
Company_90,Mortgages,JPX,2552450.73,EUR,2011-03-04
Company_5,Derivatives,SSE,4979104.11,USD,2011-03-22
Company_34,Equities,LSE,7057586.61,JPY,2016-01-23
Company_19,Derivatives,BSE,4950511.37,GBP,2021-03-20
Company_16,Commodities,NASDAQ,1724819.18,GBP,2010-10-24
Company_42,Derivatives,TSX,117999.29,JPY,2014-04-13
Company_92,Options,JPX,9921025.36,EUR,2014-09-02
Company_28,Swaps,BSE,7961506.84,CAD,2023-07-22
Company_74,Fixed Income,NYSE,7302114.86,USD,2013-09-22
Company_62,Derivatives,ASX,4210310.95,INR,2016-02-08
Company_35,Mortgages,JPX,1393010.51,JPY,2014-05-08
Company_3,Equities,NSE,992176.03,GBP,2017-03-24
Company_2,Derivatives,NASDAQ,7384672.08,JPY,2019-06-10
Company_13,Equities,SSE,8740068.7,CNY,2011-11-24
Company_12,Commitments,LSE,5327535.16,GBP,2015-07-21
Company_12,Futures,BSE,8276970.85,JPY,2022-03-21
Company_52,Options,BSE,1510853.72,EUR,2023-04-15
Company_62,Mortgages,NSE,4021718.67,USD,2015-06-12
Company_77,Swaps,JPX,2890205.47,JPY,2011-01-07
Company_35,Equities,BSE,5989339.6,JPY,2010-08-10
Company_77,Options,LSE,567703.97,INR,2022-11-13
Company_65,Commitments,LSE,4739847.08,USD,2022-02-21
Company_23,Mortgages,BSE,8825462.88,CAD,2011-10-02
Company_54,Mortgages,SSE,7594103.59,AUD,2012-01-12
Company_23,Swaps,HKEX,470059.25,CAD,2017-02-26
Company_19,Options,NSE,3607386.24,JPY,2013-11-10
Company_65,Swaps,JPX,7742817.78,EUR,2013-07-26
Company_8,Equities,SSE,3017122.4,AUD,2021-03-04
Company_36,Mortgages,ASX,2699027.42,GBP,2017-02-18
Company_76,Options,NYSE,3013426.75,INR,2022-07-19
Company_23,Mortgages,SSE,4317554.46,CAD,2023-09-23
Company_39,Commodities,NYSE,4862733.98,GBP,2011-08-28
Company_55,Futures,SSE,6982012.14,CAD,2019-01-12
Company_29,Swaps,TSX,2753177.92,JPY,2022-02-21
Company_79,Commodities,TSX,8469347.57,CNY,2013-11-27
Company_80,Derivatives,SSE,9799018.71,INR,2010-01-20
Company_57,Equities,NYSE,4727860.25,JPY,2013-10-16
Company_28,Derivatives,NASDAQ,7794613.61,USD,2023-10-07
Company_86,Fixed Income,NASDAQ,5255756.37,JPY,2020-10-17
Company_88,Derivatives,SSE,752555.72,AUD,2021-07-20
Company_32,Bonds,BSE,9615484.98,CNY,2013-10-03
Company_87,Options,SSE,594462.92,EUR,2018-12-01
Company_62,Fixed Income,LSE,7700494.68,CAD,2011-05-21
Company_9,Futures,NSE,6948204.24,AUD,2023-09-13
Company_5,Commodities,NASDAQ,4601581.55,INR,2015-05-12
Company_100,Swaps,NSE,6408913.42,CAD,2021-07-17
Company_85,Bonds,JPX,362708.81,INR,2017-12-19
Company_7,Swaps,NASDAQ,8124088.7,JPY,2018-12-18
Company_47,Futures,NSE,6752637.53,INR,2011-10-28
Company_12,Fixed Income,SSE,1953267.56,EUR,2017-01-24
Company_42,Futures,TSX,3953410.64,CNY,2011-05-22
Company_61,Futures,NSE,6725316.92,JPY,2018-10-05
Company_51,Futures,TSX,5294670.31,JPY,2020-04-24
Company_48,Mortgages,SSE,6703959.11,AUD,2020-01-21
Company_85,Swaps,ASX,7487322.59,CAD,2013-01-10
Company_18,Commitments,TSX,7232408.59,JPY,2023-02-23
Company_54,Bonds,ASX,1232698.71,AUD,2010-04-13
Company_85,Equities,NYSE,1480744.37,EUR,2016-09-16
Company_72,Fixed Income,HKEX,1947242.37,GBP,2011-01-01
Company_29,Options,ASX,5131630.99,AUD,2017-03-19
Company_16,Derivatives,ASX,1095550.39,GBP,2011-10-17
Company_98,Fixed Income,BSE,7017231.46,JPY,2021-01-18
Company_11,Commodities,LSE,7132312.93,USD,2017-07-03
Company_17,Equities,LSE,9876524.22,AUD,2014-02-11
Company_51,Options,LSE,8472345.41,USD,2022-08-05
Company_62,Futures,SSE,6263338.16,AUD,2019-12-20
Company_36,Swaps,NASDAQ,7161425.49,GBP,2016-07-06
Company_99,Futures,HKEX,7578992.85,CNY,2017-05-02
Company_65,Bonds,ASX,4156595.88,USD,2010-03-28
Company_95,Mortgages,SSE,3485482.81,INR,2010-04-10
Company_76,Fixed Income,ASX,7496194.46,JPY,2014-02-16
Company_50,Swaps,NSE,6030893.73,INR,2016-08-20
Company_78,Fixed Income,BSE,7294483.32,EUR,2019-06-06
Company_6,Futures,JPX,3151332.07,JPY,2014-08-15
Company_60,Equities,NASDAQ,3533677.8,AUD,2022-07-28
Company_26,Fixed Income,TSX,6833178.86,EUR,2019-01-03
Company_23,Options,NYSE,9914055.54,EUR,2014-04-27
Company_74,Equities,LSE,7698708.7,INR,2014-09-02
Company_9,Derivatives,ASX,6055939.38,GBP,2010-06-13
Company_41,Mortgages,LSE,4605956.67,EUR,2019-03-24
Company_54,Options,NYSE,4694114.89,USD,2020-01-19
Company_50,Commodities,NYSE,5177768.24,JPY,2018-09-23
Company_68,Swaps,BSE,5672967.85,INR,2013-04-17
Company_17,Options,NSE,5133750.66,EUR,2020-08-05
Company_26,Derivatives,LSE,5629530.8,EUR,2015-02-07
Company_56,Futures,SSE,1778117.02,INR,2011-12-01
Company_4,Mortgages,HKEX,8463023.31,INR,2023-08-27
Company_3,Equities,HKEX,762373.97,AUD,2015-12-12
Company_9,Bonds,HKEX,5346738.72,JPY,2012-09-20
Company_79,Commodities,NASDAQ,501319.05,INR,2015-05-23
Company_79,Options,NASDAQ,1245185.48,USD,2019-09-03
Company_53,Bonds,NYSE,7268637.94,EUR,2021-02-05
Company_66,Commitments,TSX,9646301.02,EUR,2014-04-18
Company_87,Equities,NYSE,1162496.64,EUR,2015-11-10
Company_4,Fixed Income,HKEX,9347008.81,CNY,2023-10-02
Company_8,Commodities,NYSE,3350504.89,JPY,2010-10-14
Company_18,Commodities,NSE,9867481.74,CNY,2019-09-14
Company_69,Fixed Income,NYSE,1201128.21,INR,2016-03-13
Company_7,Futures,TSX,7361453.66,GBP,2021-08-22
Company_40,Derivatives,HKEX,4751706.05,CAD,2022-11-13
Company_80,Bonds,JPX,1737305.41,USD,2021-07-20
Company_19,Options,NYSE,3138372.14,INR,2019-11-12
Company_72,Options,HKEX,513460.36,JPY,2015-01-01
Company_28,Commodities,BSE,3994863.86,USD,2012-09-28
Company_41,Derivatives,NYSE,2165139.82,AUD,2020-08-25
Company_11,Swaps,BSE,5209668.17,INR,2013-02-15
Company_32,Bonds,NSE,8356553.66,GBP,2013-12-03
Company_8,Commitments,NYSE,6269346.25,CAD,2023-10-15
Company_46,Commitments,HKEX,402622.29,GBP,2010-08-08
Company_3,Options,NASDAQ,3819361.83,AUD,2018-02-03
Company_3,Derivatives,NYSE,1431743.8,INR,2022-03-27
Company_43,Commodities,NSE,9644334.29,GBP,2016-02-28
Company_78,Derivatives,JPX,7142259.56,JPY,2016-02-23
Company_21,Commodities,HKEX,9034540.43,CAD,2022-09-22
Company_19,Equities,HKEX,3051224.87,GBP,2012-09-27
Company_1,Options,ASX,4534243.64,GBP,2020-04-13
Company_22,Fixed Income,SSE,915988.7,EUR,2022-04-24
Company_44,Swaps,LSE,3173593.88,CAD,2023-06-26
Company_97,Mortgages,ASX,9870011.68,INR,2021-11-02
